Field1,Objective,BloodID,PlateID,CqGAPDH,U_PlateID,DiffGAPDH,EffGAPDH,CqTelomere,DiffTelomere,EffTelomere,RTL,ID,Whodunnit,BirdID,LayYear,RightTarsus,LeftTarsus,BodyMass,EyeColour,Ageclass,FieldPeriodID,OccasionID,OccasionDate,BreedGroupID,TerritoryID,Status,SexEstimate,MaxOfMaxOfSeenDate
4074,9,6058,18,23.1195,9_18,0.065,1.9645,16.4525,0.075,1.803,0.753818353,4074,EAF,5833,2011,25.6,,14.6,RB,A,125,9445,19/09/2014,6761,34,BrF,0,08/09/2015
4075,9,4553,19,23.1165,9_19,0.007,1.9425,17.142,0.24,1.779,0.462370471,4075,EAF,5515,2009,26.0,,16.7,LB,SA,104,3410,11/07/2010,4994,54,ABX,1,11/05/2013
4076,9,4575,19,23.505,9_19,0.086,1.9185,16.9995,0.353,1.805,0.657970581,4076,EAF,5526,2008,25.9,,16.2,RB,A,104,3419,14/07/2010,4981,33,BrM,1,23/05/2013
4077,9,4708,19,23.6875,9_19,0.019,1.9355,16.421,0.034,1.819,1.043220812,4077,EAF,5587,2010,25.3,,16.0,LB,SA,105,3533,05/07/2011,5144,101,ABX,1,17/08/2012
4078,9,4713,19,23.3805,9_19,0.043,1.901,18.1335,0.431,1.7665,0.319697456,4078,EAF,5592,2010,25.6,,14.4,LB,SA,105,3527,28/06/2011,5087,2,SEEN1,0,18/07/2012
4079,9,4777,19,23.4295,9_19,0.003,1.891,16.6105,0.025,1.813,0.800325997,4079,EAF,5634,2010,24.7,,13.8,LB,SA,105,3580,11/08/2011,5188,59,ABX,0,14/09/2015
4079,9,4777,19,23.4295,9_19,0.003,1.891,16.6105,0.025,1.813,0.800325997,4079,EAF,5634,2010,24.7,,13.8,LB,SA,105,3580,11/08/2011,5165,157,SEEN1,0,14/09/2015
4080,9,4831,19,23.3155,9_19,0.073,1.921,16.9335,0.017,1.8185,0.605005263,4080,EAF,5658,2011,23.8,,15.0,G,FL,105,3640,11/09/2011,5107,45,FL,0,17/07/2015
4081,9,5048,19,23.2635,9_19,0.027,1.9145,15.7865,0.029,1.817,1.164002037,4081,EAF,5763,2011,25.2,,16.3,LB,SA,110,4080,14/12/2011,5804,75,U,1,22/05/2013
4082,9,5166,19,23.3855,9_19,0.033,1.8985,16.6275,0.451,1.8245,0.770248669,4082,EAF,5748,2011,25.4,,15.0,LB,J,112,4098,27/01/2012,5700,50,ABX,0,18/02/2015
4083,9,5175,19,23.909,9_19,0.03,1.9215,16.659,0.306,1.8015,1.04504551,4083,EAF,5770,2011,24.6,,12.0,G,FL,112,4104,30/01/2012,5698,47,FL,0,01/03/2015
4084,9,5283,19,23.0645,9_19,0.021,1.9465,16.5475,0.127,1.8055,0.633427916,4084,EAF,5588,2010,25.2,,17.4,LB,A,116,4231,08/06/2012,5334,41,BrM,1,15/09/2015
4085,9,5305,19,23.8105,9_19,0.017,1.945,18.0855,0.103,1.807,0.419447816,4085,EAF,5852,2012,23.6,,13.4,G,FL,116,4346,26/09/2012,5301,109,FL,0,26/09/2012
4086,9,5314,19,23.383,9_19,0.04,1.915,15.4255,0.105,1.801,1.536118551,4086,EAF,5658,2011,24.3,,13.9,LB,SA,116,4203,14/06/2012,6214,-3,FLOAT,0,17/07/2015
4086,9,5314,19,23.383,9_19,0.04,1.915,15.4255,0.105,1.801,1.536118551,4086,EAF,5658,2011,24.3,,13.9,LB,SA,116,4203,14/06/2012,5359,2,SEEN2,0,17/07/2015
4086,9,5314,19,23.383,9_19,0.04,1.915,15.4255,0.105,1.801,1.536118551,4086,EAF,5658,2011,24.3,,13.9,LB,SA,116,4203,14/06/2012,5296,15,SEEN1,0,17/07/2015
4087,9,5471,19,23.832,9_19,0.082,2.005,17.456,0.056,1.801,0.609065777,4087,EAF,5658,2011,26.0,,16.0,RB,A,118,4547,05/02/2013,5649,14,SEEN1,0,17/07/2015
4088,9,5660,19,23.7175,9_19,0.027,1.947,17.5755,0.047,1.8145,0.53196951,4088,EAF,5839,2012,24.3,,15.0,RB,A,122,4774,10/08/2013,6202,407,ABX,1,15/09/2015
4089,9,5740,19,24.362,9_19,0.01,1.902,16.786,0.358,1.8155,1.307042577,4089,EAF,6045,2013,26.4,,16.2,G,OFL,122,4872,25/09/2013,6156,481,OFL,1,14/09/2015
4090,9,5761,19,23.4245,9_19,0.177,1.929,15.666,0.026,1.833,1.397912518,4090,EAF,5825,2012,24.9,,14.6,RB,A,124,5259,30/01/2014,6540,154,BrF,0,10/09/2015
4091,9,5894,19,23.3455,9_19,0.031,1.837,16.239,0.01,1.7955,0.964353172,4091,EAF,5536,2010,23.9,,13.4,RB,A,125,9275,26/06/2014,6662,3,H,0,30/08/2014
4092,9,5937,19,23.6025,9_19,0.089,1.95,16.0325,0.173,1.803,1.225221899,4092,EAF,6166,2014,26.5,,14.9,G,OFL,125,9300,05/07/2014,6747,72,ABX,1,14/09/2015
4093,9,6079,19,23.562,9_19,0.036,1.9335,17.56,0.054,1.8095,0.487109567,4093,EAF,5769,2011,24.4,,15.2,RB,A,125,9445,19/09/2014,6738,36,BrF,0,19/01/2015
4094,9,6111,19,23.4855,9_19,0.009,1.9355,16.428,0.128,1.8005,0.902126405,4094,EAF,6151,2014,26.2,,15.6,G,OFL,125,9451,11/09/2014,6700,77,H,1,25/02/2015
4095,9,6115,19,24.1405,9_19,0.047,1.913,16.622,0.012,1.824,1.252055853,4095,EAF,5820,2011,26.4,,15.3,RB,A,125,9462,12/09/2014,6730,112,BrM,1,21/09/2015
4096,9,4654,2,23.114,9_2,0.036,1.9815,15.6765,0.091,1.794,0.991757318,4096,EAF,5559,2009,26.5,,16.7,LB,SA,104,3504,02/09/2010,5056,168,U,1,18/09/2015
4097,9,4662,2,23.62,9_2,0.016,1.886,16.947,0.072,1.775,0.659181598,4097,EAF,5567,2010,,,12.5,G,CH,104,3501,30/08/2010,5026,99,CH,1,30/08/2010
4098,9,4714,2,24.266,9_2,0.16,1.88,16.06,0.37,1.7905,1.640007012,4098,EAF,5593,2010,24.2,,13.2,LB,SA,105,3529,06/07/2011,5081,159,H,0,24/08/2012
4099,9,4716,2,23.5045,9_2,0.063,1.9295,16.228,0.484,1.8335,0.916513084,4099,EAF,5595,2011,25.4,,14.5,G,OFL,105,3536,29/06/2011,5180,477,H,1,12/09/2015
4100,9,4743,2,23.6395,9_2,0.009,1.877,17.0055,0.025,1.8055,0.628898362,4100,EAF,5622,2011,26.2,,15.5,G,J,105,3542,09/07/2011,5155,127,OFL,1,18/02/2012
4101,9,4754,2,24.0105,9_2,0.103,1.8895,16.8455,0.077,1.8265,0.866324574,4101,EAF,5517,2009,24.7,,15.8,RB,A,105,3556,18/07/2011,5087,2,H,0,09/09/2015
4102,9,4762,2,23.8455,9_2,0.071,1.949,16.2455,0.097,1.7675,1.1688358,4102,EAF,5615,2011,24.4,,13.9,LB,SA,105,3572,31/07/2011,5095,16,BrF,0,28/07/2012
4102,9,4762,2,23.8455,9_2,0.071,1.949,16.2455,0.097,1.7675,1.1688358,4102,EAF,5615,2011,24.4,,13.9,LB,SA,105,3572,31/07/2011,5103,33,OFL,0,28/07/2012
4103,9,4804,2,23.533,9_2,0.09,1.91,16.2,0.242,1.8135,0.951434582,4103,EAF,5648,2011,24.4,,15.0,G,FL,105,3615,01/09/2011,5156,128,FL,0,18/08/2013
4104,9,4902,2,24.1415,9_2,0.173,1.893,16.642,0.012,1.8165,1.072375219,4104,EAF,5594,2011,26.1,,15.3,LB,SA,105,3686,23/09/2011,5143,100,ABX,1,23/09/2012
4105,9,5189,2,23.2295,9_2,0.187,1.829,15.9545,0.535,1.7975,0.902088621,4105,EAF,5585,2011,27.6,,16.0,LB,SA,112,4122,07/02/2012,5718,75,BrM,1,29/08/2013
4106,9,5307,2,23.3535,9_2,0.009,1.895,15.962,0.466,1.8015,0.976121008,4106,EAF,5854,2012,21.0,,11.5,G,CH,116,4335,03/09/2012,5338,479,FL,0,15/09/2015
4107,9,5326,2,23.5655,9_2,0.107,1.917,17.768,0.136,1.7965,0.390480897,4107,EAF,5605,2010,26.8,,15.7,RB,A,116,4220,21/06/2012,5622,139,BrM,1,17/08/2013
4108,9,5364,2,23.461,9_2,0.134,1.9055,16.2725,0.347,1.827,0.86496101,4108,EAF,5825,2012,24.5,,13.8,LB,SA,116,4350,06/09/2012,5359,2,ABX,0,10/09/2015
4109,9,5588,2,23.59,9_2,0.074,1.8815,16.266,0.062,1.7605,0.959742713,4109,EAF,5625,2010,24.9,,17.0,RB,A,122,4697,25/06/2013,6128,112,BrF,0,27/02/2015
4110,9,5613,2,23.629,9_2,0.116,1.91,15.641,0.15,1.804,1.412108058,4110,EAF,5545,2010,23.8,,17.5,RB,A,122,4727,11/07/2013,6199,177,SEEN1,0,10/09/2015
4111,9,5652,2,23.4985,9_2,0.059,1.9505,15.984,0.138,1.811,1.067561612,4111,EAF,5836,2010,25.1,,17.0,RB,A,122,4768,03/08/2013,6150,172,BrM,1,20/02/2015
4112,9,5671,2,23.527,9_2,0.066,1.932,16.7325,0.249,1.822,0.69017446,4112,EAF,5514,2009,24.6,,14.0,RB,A,122,4782,14/08/2013,6206,57,BrF,0,31/08/2015
4113,9,5678,2,23.417,9_2,0.09,1.9345,15.9045,0.229,1.8155,1.056380053,4113,EAF,5648,2011,24.4,,15.5,RB,A,122,4798,18/08/2013,6182,99,ABX,0,18/08/2013
4114,9,5687,2,23.8235,9_2,0.003,1.9315,16.887,0.016,1.8055,0.773292315,4114,EAF,5639,2011,26.1,,17.5,RB,A,122,4817,22/08/2013,6123,123,BrM,1,05/09/2015
4115,9,5735,2,23.746,9_2,0.038,1.9415,16.971,0.294,1.787,0.711271962,4115,EAF,5525,2009,24.4,,15.4,RB,A,122,4874,22/09/2013,6108,47,H,0,21/08/2014
4116,9,6024,2,23.5375,9_2,0.125,1.8835,15.3595,0.081,1.7785,1.555473207,4116,EAF,6147,2014,25.3,,14.5,G,OFL,125,9425,28/08/2014,6671,477,H,0,12/02/2015
4117,9,4627,20,23.658,9_20,0.162,1.9395,16.9175,0.067,1.8175,0.611470758,4117,EAF,5539,2009,26.0,,15.6,LB,SA,104,3485,17/08/2010,5070,481,H,1,15/05/2013
4118,9,4632,20,23.3075,9_20,0.067,1.928,16.01,0.098,1.828,0.844025771,4118,EAF,5544,2010,25.0,,15.0,G,CH,104,3489,13/08/2010,4980,32,FL,0,24/08/2010
4119,9,4633,20,23.363,9_20,0.038,1.89,16.7425,0.015,1.819,0.574337946,4119,EAF,5545,2010,,,11.9,G,CH,104,3482,10/08/2010,5010,75,FL,0,10/09/2015
4120,9,4659,20,23.387,9_20,0.102,1.896,15.2175,0.007,1.7845,1.399660184,4120,EAF,5564,2010,22.9,,14.2,G,CH,104,3504,02/09/2010,5006,70,CH,0,25/02/2014
4121,9,4738,20,23.608,9_20,0.04,1.9345,16.248,0,1.7955,0.876670741,4121,EAF,5617,2011,24.9,,15.5,G,J,105,3522,01/07/2011,5082,36,ABX,0,26/02/2012
4122,9,4755,20,23.9235,9_20,0.019,1.9275,17.647,0.084,1.833,0.470306832,4122,EAF,5540,2010,25.9,,16.8,LB,SA,105,3542,09/07/2011,5115,55,SEEN2,1,09/04/2013
4122,9,4755,20,23.9235,9_20,0.019,1.9275,17.647,0.084,1.833,0.470306832,4122,EAF,5540,2010,25.9,,16.8,LB,SA,105,3542,09/07/2011,5155,127,H,1,09/04/2013
4123,9,4776,20,23.596,9_20,0.044,1.928,16.659,0.008,1.803,0.686645524,4123,EAF,5633,2010,24.9,,14.4,LB,SA,105,3567,09/08/2011,5188,59,ABX,0,18/09/2015
4124,9,4809,20,23.273,9_20,0.026,1.891,15.617,0.126,1.7745,1.027814883,4124,EAF,5653,2011,21.7,,14.3,G,CH,105,3621,22/08/2011,5105,40,FL,0,10/09/2013
4125,9,4913,20,24.5465,9_20,0.111,1.9135,17.7235,0.067,1.8235,0.677935741,4125,EAF,5592,2010,24.9,,14.7,LB,SA,105,3682,21/09/2011,5087,2,SEEN1,0,18/07/2012
4126,9,5041,20,23.3065,9_20,0.013,1.914,16.304,0.294,1.7865,0.701499286,4126,EAF,5756,2011,24.0,,16.5,G,OFL,110,4079,13/12/2011,5798,179,OFL,0,26/02/2012
4129,9,5183,20,23.7535,9_20,0.027,1.973,17.088,0.128,1.798,0.582115809,4129,EAF,5652,2010,24.5,,14.0,LB,SA,112,4115,02/02/2012,5760,157,ABX,0,15/09/2015
4130,9,5216,20,23.747,9_20,0.07,1.9615,16.813,0.076,1.787,0.683155567,4130,EAF,5784,2011,23.9,,14.5,G,J,112,4139,16/02/2012,5748,126,FL,1,25/07/2012
4131,9,5280,20,23.4035,9_20,0.033,1.907,15.811,0.182,1.839,1.032380266,4131,EAF,5595,2011,25.2,,14.8,RB,A,116,4181,07/06/2012,5356,26,BrM,1,12/09/2015
4132,9,5304,20,23.4405,9_20,0.095,1.8985,15.7755,0.263,1.8225,1.073708608,4132,EAF,5851,2012,24.3,,13.9,G,FL,116,4345,25/09/2012,5328,134,FL,0,18/09/2015
4133,9,5463,20,23.7045,9_20,0.005,1.933,17.219,0.316,1.801,0.529169032,4133,EAF,5769,2011,24.1,,16.0,RB,A,118,4540,02/02/2013,5880,51,ABX,0,19/01/2015
4134,9,5586,20,23.554,9_20,0.01,1.928,16.6485,0.333,1.84,0.676508932,4134,EAF,5823,2012,24.3,,17.0,RB,A,122,4694,23/06/2013,6212,-3,FLOAT,0,15/09/2015
4134,9,5586,20,23.554,9_20,0.01,1.928,16.6485,0.333,1.84,0.676508932,4134,EAF,5823,2012,24.3,,17.0,RB,A,122,4694,23/06/2013,6142,179,SEEN1,0,15/09/2015
4134,9,5586,20,23.554,9_20,0.01,1.928,16.6485,0.333,1.84,0.676508932,4134,EAF,5823,2012,24.3,,17.0,RB,A,122,4694,23/06/2013,6126,20,SEEN1,0,15/09/2015
4135,9,6004,20,23.4875,9_20,0.037,1.962,16.6155,0.303,1.8365,0.649345898,4135,EAF,5780,2011,25.5,,15.9,RB,A,125,9385,08/08/2014,6667,9,BrM,1,17/01/2015
4136,9,6055,20,23.674,9_20,0.122,1.953,16.1255,0.073,1.8215,0.988460173,4136,EAF,6156,2014,25.9,,16.3,G,OFL,125,9443,16/09/2014,6735,15,OFL,1,18/09/2015
4137,9,4544,21,22.964,9_21,0.07,1.9585,16.843,0.076,1.831,0.579563083,4137,EAF,5499,2010,25.8,,14.7,G,FL,103,3357,19/02/2010,5570,138,FL,1,07/07/2011
4138,9,4677,21,25.7725,9_21,0.059,1.929,19.6985,0.093,1.8345,0.662094954,4138,EAF,5513,2009,,,16.8,RB,A,105,3520,03/07/2011,5109,47,BrM,1,31/08/2015
4139,9,4699,21,23.81,9_21,0.092,1.9665,17.1585,0.447,1.7905,0.840062598,4139,EAF,5509,2010,26.8,,16.6,LB,SA,105,3534,07/07/2011,5119,63,SEEN1,1,01/07/2013
4139,9,4699,21,23.81,9_21,0.092,1.9665,17.1585,0.447,1.7905,0.840062598,4139,EAF,5509,2010,26.8,,16.6,LB,SA,105,3534,07/07/2011,5170,169,BrM,1,01/07/2013
4140,9,4871,21,23.4185,9_21,0.023,1.895,15.938,0,1.8505,1.419285307,4140,EAF,5534,2010,24.2,,15.3,LB,SA,105,3664,12/09/2011,5133,86,ABX,0,27/07/2015
4141,9,4880,21,23.161,9_21,0.034,1.9435,16.0955,0.187,1.8035,1.028522923,4141,EAF,5573,2009,24.0,,15.7,LB,A,105,3660,13/09/2011,5126,75,H,0,16/02/2012
4142,9,4895,21,23.2915,9_21,0.035,1.9035,15.5405,0.163,1.805,1.589892198,4142,EAF,5684,2011,25.7,,16.2,G,FL,105,3670,19/09/2011,5087,2,FL,1,27/05/2013
4144,9,5210,21,23.135,9_21,0.012,1.896,15.9705,0.367,1.7675,1.087559635,4144,EAF,5625,2010,25.9,,14.5,RB,A,112,4133,13/02/2012,5742,112,BrF,0,27/02/2015
4145,9,5219,21,23.695,9_21,0.006,1.937,18.2855,0.071,1.791,0.406433348,4145,EAF,5604,2010,25.4,,15.0,LB,SA,112,4145,22/02/2012,5678,13,ABX,0,21/07/2014
4146,9,5285,21,23.6565,9_21,0.031,1.9185,16.8275,0.133,1.856,0.950378987,4146,EAF,5513,2009,24.6,,16.2,RB,A,116,4182,08/06/2012,5321,47,BrM,1,31/08/2015
4147,9,5332,21,26.1445,9_21,0.089,1.9035,19.6795,0.057,1.842,0.8261442,4147,EAF,5770,2011,24.4,,13.0,LB,SA,116,4209,25/06/2012,5321,47,AB,0,01/03/2015
4148,9,5607,21,23.537,9_21,0.078,1.9175,17.3635,0.057,1.776,0.631082851,4148,EAF,5653,2011,24.4,,15.0,RB,A,122,4723,09/07/2013,6183,101,BrF,0,10/09/2013
4149,9,5654,21,23.8195,9_21,0.023,1.959,18.7955,0.111,1.812,0.320873503,4149,EAF,5595,2011,25.2,,16.0,RB,A,122,4768,03/08/2013,6139,26,BrM,1,12/09/2015
4150,9,5682,21,23.6395,9_21,0.035,1.9285,17.189,0.02,1.793,0.744449134,4150,EAF,5748,2011,25.5,,16.5,RB,A,122,4814,22/08/2013,6125,50,ABX,0,18/02/2015
4151,9,5689,21,23.897,9_21,0.038,1.9315,17.3905,0.061,1.812,0.783188991,4151,EAF,5825,2012,23.0,,15.0,RB,A,122,4826,27/08/2013,6210,154,BrF,0,10/09/2015
4152,9,5741,21,23.502,9_21,0.08,1.9035,16.4785,0.323,1.795,1.041063738,4152,EAF,5839,2012,25.8,,15.8,RB,A,122,4872,25/09/2013,6202,407,ABX,1,15/09/2015
4153,9,5886,21,23.227,9_21,0.006,1.9055,16.2465,0.145,1.7945,0.997559323,4153,EAF,5602,2010,26.6,,16.8,RB,A,125,9270,24/06/2014,6736,79,BrM,1,30/08/2015
4154,9,5925,21,23.366,9_21,0.036,1.9305,17.2015,0.279,1.806,0.617731105,4154,EAF,6160,2014,25.1,,13.3,G,OFL,125,9287,01/07/2014,6761,34,H,0,20/08/2015
4155,9,5958,21,23.5265,9_21,0.049,1.9,16.341,0.336,1.789,1.143770979,4155,EAF,5584,2010,24.1,,15.6,RB,A,125,9311,11/07/2014,6744,86,BrF,0,25/01/2015
4156,9,6074,21,23.5145,9_21,0.085,1.932,16.369,0.132,1.823,1.124032858,4156,EAF,6136,2014,26.0,,15.6,LB,SA,125,9453,20/09/2014,6741,20,AB,1,14/09/2015
4157,9,6078,21,23.3525,9_21,0.035,1.911,17.4895,0.037,1.7845,0.521892236,4157,EAF,5602,2010,26.1,,16.7,RB,A,125,9454,24/09/2014,6736,79,BrM,1,30/08/2015
4158,9,4726,22,23.444,9_22,0.176,1.9355,16.4095,0.331,1.8,0.76035993,4158,EAF,5605,2010,25.9,,16.3,LB,SA,105,3528,06/07/2011,5162,140,U,1,17/08/2013
4158,9,4726,22,23.444,9_22,0.176,1.9355,16.4095,0.331,1.8,0.76035993,4158,EAF,5605,2010,25.9,,16.3,LB,SA,105,3528,06/07/2011,5163,154,SEEN1,1,17/08/2013
4158,9,4726,22,23.444,9_22,0.176,1.9355,16.4095,0.331,1.8,0.76035993,4158,EAF,5605,2010,25.9,,16.3,LB,SA,105,3528,06/07/2011,5173,177,U,1,17/08/2013
4159,9,4736,22,22.9205,9_22,0.063,1.9685,16.3745,0.147,1.793,0.538510651,4159,EAF,5615,2011,25.2,,14.5,G,OFL,105,3522,01/07/2011,5095,16,BrF,0,28/07/2012
4159,9,4736,22,22.9205,9_22,0.063,1.9685,16.3745,0.147,1.793,0.538510651,4159,EAF,5615,2011,25.2,,14.5,G,OFL,105,3522,01/07/2011,5103,33,OFL,0,28/07/2012
4160,9,4779,22,22.9305,9_22,0.025,1.9995,16.3605,0.163,1.797,0.537527994,4160,EAF,5636,2010,24.8,,14.5,LB,SA,105,3567,09/08/2011,5188,59,H,0,14/08/2012
4161,9,4786,22,23.4995,9_22,0.111,1.906,16.992,0.024,1.841,0.55993574,4161,EAF,5643,2010,26.5,,16.4,LB,SA,105,3572,31/07/2011,5156,128,H,1,04/09/2015
4162,9,4886,22,23.1445,9_22,0.145,1.816,16.024,0.078,1.7305,0.80955216,4162,EAF,5582,2010,26.7,,17.3,LB,SA,105,3669,17/09/2011,5147,110,BrM,1,19/01/2015
4163,9,5047,22,23.091,9_22,0.044,1.965,15.5805,0.003,1.802,0.967532925,4163,EAF,5762,2011,24.6,,14.7,LB,SA,110,4080,14/12/2011,5803,59,U,1,07/06/2013
4165,9,5302,22,23.427,9_22,0.028,1.9475,18.123,0.236,1.789,0.276126888,4165,EAF,5849,2012,24.3,,14.2,LB,SA,116,4343,23/09/2012,5340,63,ABX,0,23/09/2012
4166,9,5374,22,23.4075,9_22,0.001,1.969,17.04,0.292,1.827,0.503648129,4166,EAF,5590,2011,27.3,,17.3,RB,A,116,4375,13/09/2012,5601,40,BrM,1,24/08/2015
4167,9,5391,22,23.1725,9_22,0.039,1.972,17.446,0.214,1.7765,0.343779863,4167,EAF,5639,2011,26.2,,17.2,RB,A,116,4357,18/09/2012,5620,123,BrM,1,05/09/2015
4168,9,5457,22,24.694,9_22,0.02,1.9255,18.4485,0.159,1.8115,0.515777145,4168,EAF,5641,2011,,,14.5,RB,A,118,4535,30/01/2013,5645,9,SEEN1,0,12/09/2015
4169,9,5711,22,23.4815,9_22,0.045,1.9125,16.7125,0.331,1.801,0.656601664,4169,EAF,5536,2010,23.5,,14.1,RB,A,122,4861,15/09/2013,6145,490,BrF,0,30/08/2014
4170,9,5760,22,23.3335,9_22,0.033,1.8895,15.7635,0.133,1.8155,1.058712973,4170,EAF,5547,2010,25.8,,16.8,RB,A,124,5260,30/01/2014,6417,100,BrM,1,04/09/2015
4171,9,5905,22,23.0795,9_22,0.025,1.944,15.4595,0.183,1.814,1.049652023,4171,EAF,5626,2010,26.4,,17.9,RB,A,125,9279,27/06/2014,6700,77,BrM,1,06/09/2015
4172,9,5913,22,23.264,9_22,0.008,1.8965,16.931,0.178,1.8685,0.498854374,4172,EAF,5523,2009,26.1,,16.8,RB,A,125,9280,27/06/2014,6692,60,BrM,1,13/09/2015
4173,9,5938,22,23.2265,9_22,0.011,1.914,16.512,0.022,1.796,0.625640964,4173,EAF,5604,2010,25.1,,15.5,RB,A,125,9298,05/07/2014,6746,13,ABX,0,21/07/2014
4174,9,5978,22,23.204,9_22,0.062,1.967,17.4845,0.175,1.7935,0.341412016,4174,EAF,5634,2010,23.8,,15.1,RB,A,125,9336,21/07/2014,6737,165,BrF,0,14/09/2015
4175,9,6029,22,23.1275,9_22,0.101,1.9645,16.26,0.078,1.8145,0.666421088,4175,EAF,5854,2012,23.9,,14.4,RB,A,125,9421,30/08/2014,6775,-3,FLOAT,0,15/09/2015
4175,9,6029,22,23.1275,9_22,0.101,1.9645,16.26,0.078,1.8145,0.666421088,4175,EAF,5854,2012,23.9,,14.4,RB,A,125,9421,30/08/2014,6685,479,SEEN2,0,15/09/2015
4175,9,6029,22,23.1275,9_22,0.101,1.9645,16.26,0.078,1.8145,0.666421088,4175,EAF,5854,2012,23.9,,14.4,RB,A,125,9421,30/08/2014,6684,57,SEEN1,0,15/09/2015
4175,9,6029,22,23.1275,9_22,0.101,1.9645,16.26,0.078,1.8145,0.666421088,4175,EAF,5854,2012,23.9,,14.4,RB,A,125,9421,30/08/2014,6697,71,SEEN1,0,15/09/2015
4175,9,6029,22,23.1275,9_22,0.101,1.9645,16.26,0.078,1.8145,0.666421088,4175,EAF,5854,2012,23.9,,14.4,RB,A,125,9421,30/08/2014,6755,126,SEEN1,0,15/09/2015
4176,9,6082,22,23.1925,9_22,0.083,1.931,15.293,0.046,1.7925,1.23698838,4176,EAF,6146,2014,25.2,,14.5,G,OFL,125,9457,23/09/2014,6728,116,OFL,1,10/09/2015
4177,9,6091,22,23.2415,9_22,0.003,1.9295,16.6505,0.577,1.8205,0.578515754,4177,EAF,5559,2009,26.7,,15.9,RB,A,125,9455,22/09/2014,6763,111,BrM,1,18/09/2015
4178,9,4554,23,23.0745,9_23,0.055,1.963,15.399,0.214,1.7845,1.088794706,4178,EAF,5516,2009,24.9,,14.9,LB,SA,104,3411,10/07/2010,4982,34,ABX,0,18/05/2013
4179,9,4628,23,22.9495,9_23,0.033,1.9715,15.79,0.138,1.799,0.798677476,4179,EAF,5540,2010,26.1,,17.6,G,CH,104,3487,27/08/2010,5040,127,FL,1,09/04/2013
4180,9,4629,23,23.458,9_23,0.03,1.934,16.057,0.41,1.7985,0.969404691,4180,EAF,5541,2009,25.3,,16.2,LB,SA,104,3488,07/08/2010,4987,43,ABX,1,01/09/2010
4181,9,4685,23,22.897,9_23,0.094,1.931,15.4635,0.103,1.7645,0.93443816,4181,EAF,5536,2010,24.0,,13.5,RB,A,105,3526,28/06/2011,5088,3,ABX,0,30/08/2014
4181,9,4685,23,22.897,9_23,0.094,1.931,15.4635,0.103,1.7645,0.93443816,4181,EAF,5536,2010,24.0,,13.5,RB,A,105,3526,28/06/2011,5189,490,BrF,0,30/08/2014
4182,9,4702,23,23.0675,9_23,0.019,1.923,15.77,0.332,1.7835,0.886062823,4182,EAF,5581,2010,26.3,,15.9,LB,SA,105,3527,28/06/2011,5087,2,SEEN1,1,28/06/2011
4183,9,4729,23,22.6565,9_23,0.081,1.9795,15.71,0.016,1.7895,0.680905076,4183,EAF,5608,2010,25.3,,15.3,LB,SA,105,3523,01/07/2011,5139,95,BrF,0,01/03/2014
4184,9,4781,23,23.457,9_23,0.194,1.9355,15.8455,0.015,1.797,1.096135879,4184,EAF,5638,2011,26.7,,17.4,G,J,105,3582,14/08/2011,5162,140,OFL,1,19/09/2015
4185,9,4806,23,22.948,9_23,0.066,2.017,16.247,0.25,1.807,0.59933814,4185,EAF,5650,2011,24.2,,14.4,G,CH,105,3617,30/08/2011,5166,160,FL,1,27/02/2014
4186,9,4810,23,23.2265,9_23,0.103,1.9695,16.315,0.074,1.7735,0.708477421,4186,EAF,5654,2011,23.6,,13.5,G,CH,105,3611,22/08/2011,5080,8,FL,1,25/02/2012
4187,9,4901,23,23.2925,9_23,0.053,1.914,17.165,0.366,1.766,0.462763593,4187,EAF,5629,2011,25.5,,16.1,G,FL,105,3687,01/10/2011,5180,477,FL,1,01/10/2011
4188,9,4908,23,23.7285,9_23,0.097,1.9235,22.091,0.45,1.718,0.043715249,4188,EAF,5545,2010,24.5,,15.0,LB,SA,105,3687,01/10/2011,5163,154,SEEN1,0,10/09/2015
4188,9,4908,23,23.7285,9_23,0.097,1.9235,22.091,0.45,1.718,0.043715249,4188,EAF,5545,2010,24.5,,15.0,LB,SA,105,3687,01/10/2011,5195,-3,FLOAT,0,10/09/2015
4188,9,4908,23,23.7285,9_23,0.097,1.9235,22.091,0.45,1.718,0.043715249,4188,EAF,5545,2010,24.5,,15.0,LB,SA,105,3687,01/10/2011,5180,477,SEEN1,0,10/09/2015
4188,9,4908,23,23.7285,9_23,0.097,1.9235,22.091,0.45,1.718,0.043715249,4188,EAF,5545,2010,24.5,,15.0,LB,SA,105,3687,01/10/2011,5126,75,SEEN1,0,10/09/2015
4190,9,5029,23,22.8375,9_23,0.041,1.9695,16.0705,0.423,1.7635,0.625237163,4190,EAF,5753,2011,25.3,,14.8,G,OFL,110,4042,07/12/2011,5795,112,OFL,1,26/02/2012
4191,9,5174,23,23.808,9_23,0.038,1.943,16.437,0.098,1.8095,0.976627726,4191,EAF,5769,2011,23.9,,14.5,G,OFL,112,4103,29/01/2012,5701,51,OFL,0,19/01/2015
4192,9,5275,23,22.8735,9_23,0.005,1.9925,17.396,0.008,1.777,0.29657927,4192,EAF,5542,2010,24.6,,14.4,RB,A,116,4206,06/06/2012,5333,515,BrF,0,25/07/2013
