"","Objective","PlateID","BloodID","U_PlateID","Cq.GAPDH","Eff.GAPDH","Diff.GAPDH","Cq.Telomere","Eff.Telomere","Diff.Telomere","RTL","Whodunnit"
"837",3,20,3895,"3_20",24.5413333333333,1.87433333333333,0.710999999999999,13.645,1.684,0.048,1.22823918867079,"EB"
"838",3,20,3896,"3_20",23.9593333333333,1.851,0.285,13.361,1.683,0.214,0.997307043115849,"EB"
"839",3,20,3899,"3_20",24.3906666666667,1.84033333333333,0.685000000000002,13.4845,1.69533333333333,0.843,1.22944215317122,"EB"
"840",3,3,1,"3_3",11.9176666666667,2.00266666666667,0.0519999999999996,12.0336666666667,1.714,0.211,0.000494537085628622,"EB"
"841",3,3,2,"3_3",15.1845,1.951,20.308,16.5383333333333,1.72366666666667,0.427,0.000566813995806491,"EB"
"842",3,3,3,"3_3",18.642,1.93266666666667,0.387,19.9263333333333,1.74666666666667,0.476000000000003,0.000930994938415493,"EB"
"843",3,3,4,"3_3",22.0256666666667,1.99933333333333,0.187000000000001,23.3093333333333,1.75633333333333,0.475999999999999,0.00108815371458738,"EB"
"844",3,3,5,"3_3",26.0683333333333,1.961,0.149999999999999,26.873,1.49566666666667,81.05,0.012560249288592,"EB"
"845",3,3,6,"3_3",29.2983333333333,1.91933333333333,0.523999999999997,29.4826666666667,1.71633333333333,0.0279999999999987,0.00620699727508834,"EB"
"846",3,3,3162,"3_3",25.5143333333333,2.03166666666667,0.588000000000001,14.9316666666667,1.699,0.394,1.27229750775251,"EB"
"847",3,3,3163,"3_3",23.9636666666667,1.90866666666667,0.300000000000001,13.775,1.68533333333333,0.205,0.89288848235828,"EB"
"848",3,3,3167,"3_3",24.377,1.84433333333333,0.247,13.8783333333333,1.70633333333333,0.679,1.227575988732,"EB"
"849",3,3,3168,"3_3",24.3456666666667,1.96433333333333,0.621000000000002,14.942,1.673,1.167,0.577914099058808,"EB"
"850",3,3,3169,"3_3",24.8343333333333,1.87,0.351000000000003,14.602,1.70233333333333,1.663,1.07383784681204,"EB"
"851",3,3,3172,"3_3",24.676,1.84033333333333,0.128,13.675,1.676,0.52,1.56439206420195,"EB"
"852",3,3,3179,"3_3",35.34,2.042,1.215,24.687,1.71233333333333,0.0920000000000023,7.51767041550201,"EB"
"853",3,3,3189,"3_3",26.295,2.11133333333333,0.527000000000001,15.5856666666667,1.716,0.577,1.5716770315226,"EB"
"854",3,4,1,"3_4",11.726,1.987,0.138,11.39,1.70666666666667,0.227,0.000640339064539731,"EB"
"855",3,4,2,"3_4",14.6666666666667,2.00566666666667,0.15,15.884,1.72033333333333,0.345999999999998,0.000392876358048858,"EB"
"856",3,4,3,"3_4",18.18,2.027,0.0299999999999976,19.8856666666667,1.75333333333333,0.263000000000002,0.000440917066209746,"EB"
"857",3,4,4,"3_4",21.9383333333333,1.98733333333333,0.125999999999998,23.387,1.72433333333333,0.332999999999998,0.00107757797306364,"EB"
"858",3,4,5,"3_4",25.7443333333333,1.91266666666667,0.646999999999998,25.7965,1.49,25.839,0.0171062313119253,"EB"
"859",3,4,6,"3_4",28.793,1.904,0.582000000000001,27.444,1.717,0.596999999999998,0.012142770234492,"EB"
"860",3,4,3195,"3_4",24.1793333333333,2.00833333333333,0.200000000000003,14.5233333333333,1.661,0.102,0.588193145056201,"EB"
"861",3,4,3200,"3_4",24.2766666666667,1.84066666666667,0.263999999999999,13.5406666666667,1.663,0.255000000000001,1.19494373314828,"EB"
"862",3,4,3203,"3_4",24.6586666666667,1.85433333333333,0.268000000000001,13.602,1.696,0.157,1.51341222847436,"EB"
"863",3,4,3207,"3_4",23.954,1.989,0.843,13.03,1.70433333333333,0.129,1.17369857483238,"EB"
"864",3,4,3210,"3_4",23.9123333333333,1.865,0.505999999999997,13.632,1.59766666666667,0.183999999999999,0.815624125098259,"EB"
"865",3,4,3211,"3_4",24.6356666666667,1.84133333333333,0.222000000000001,13.8173333333333,1.69666666666667,0.673,1.3443768222663,"EB"
"866",3,4,3217,"3_4",24.2316666666667,1.86266666666667,0.118000000000002,13.4826666666667,1.683,0.305,1.20734697913626,"EB"
"867",3,4,3222,"3_4",24.448,2.013,0.951000000000001,14.4446666666667,1.688,0.234999999999999,0.752223714766454,"EB"
"868",3,6,1,"3_6",11.9656666666667,1.98033333333333,0.0660000000000007,11.6846666666667,1.73266666666667,0.145,0.000683225134634592,"EB"
"869",3,6,2,"3_6",15.2106666666667,1.99233333333333,0.0609999999999999,16.4063333333333,1.71366666666667,0.331999999999997,0.000436558028813829,"EB"
"870",3,6,3,"3_6",18.5946666666667,1.92466666666667,0.093,20.1293333333333,1.73766666666667,0.684000000000001,0.000757811616216827,"EB"
"871",3,6,4,"3_6",22.137,1.973,0.0760000000000005,23.3843333333333,1.726,0.207000000000001,0.00119799927408458,"EB"
"872",3,6,6,"3_6",29.5706666666667,1.92366666666667,0.586000000000002,28.247,1.72866666666667,0.952000000000002,0.0119788321809403,"EB"
"873",3,6,3386,"3_6",25.1443333333333,1.88133333333333,0.396999999999998,15.1196666666667,1.65466666666667,0.606999999999999,0.846955885078112,"EB"
"874",3,6,3388,"3_6",25.0606666666667,2.069,0.612000000000002,14.0496666666667,1.68,0.237,1.24314975432549,"EB"
"875",3,6,3394,"3_6",24.7563333333333,1.861,0.272000000000002,13.929,1.70766666666667,0.199,1.33597473739967,"EB"
"876",3,6,3672,"3_6",25.227,1.93933333333333,0.574999999999999,14.653,1.70333333333333,0.313000000000001,1.14565165425659,"EB"
"877",3,6,3680,"3_6",25.0376666666667,1.86433333333333,0.126000000000001,15.794,1.703,0.591000000000001,0.583736411641193,"EB"
"878",3,6,3683,"3_6",26.1453333333333,1.84766666666667,0.285,17.9713333333333,1.635,0.193999999999999,0.388527944139982,"EB"
"879",3,6,3689,"3_6",25.1973333333333,1.894,0.261999999999997,15.7656666666667,1.66133333333333,0.163,0.62887977296474,"EB"
"880",3,6,4112,"3_6",24.7456666666667,1.933,0.347999999999999,15.1106666666667,1.67833333333333,0.154,0.642911269227967,"EB"
"881",3,61,1,"3_61",13.852,1.88,0.0969999999999995,10.7505,1.47233333333333,10.763,0.00435809345658735,"EB"
"882",3,61,2,"3_61",15.559,1.86,0.174000000000001,13.7823333333333,1.733,0.445,0.00614356549728774,"EB"
"883",3,61,3381,"3_61",24.1773333333333,1.78333333333333,0.57,13.7933333333333,1.69033333333333,0.177,1.29434739407824,"EB"
"884",3,61,3844,"3_61",24.649,1.84033333333333,0.710000000000001,15.4893333333333,1.667,0.163,0.675124145808075,"EB"
"885",3,61,3862,"3_61",24.1893333333333,1.815,0.250999999999998,13.7453333333333,1.686,0.0749999999999993,1.29767414557641,"EB"
"886",3,61,3912,"3_61",24.868,1.83966666666667,0.634999999999998,15.6103333333333,1.67266666666667,0.0239999999999991,0.726032232622439,"EB"
"887",3,61,3953,"3_61",29.7773333333333,1.85266666666667,0.408999999999999,21.1086666666667,1.77266666666667,0.348000000000003,0.648174711530531,"EB"
"888",3,61,3954,"3_61",25.5343333333333,1.86766666666667,0.235999999999997,16.1263333333333,1.685,0.282,0.833444497273808,"EB"
"889",3,61,3984,"3_61",24.4706666666667,1.834,0.0359999999999978,14.797,1.70333333333333,0.223000000000001,0.885089669340364,"EB"
"890",3,61,4045,"3_61",24.7076666666667,1.78166666666667,0.692999999999998,14.08,1.655,1.743,1.45999728348143,"EB"
"891",3,61,4299,"3_61",23.7943333333333,1.85466666666667,0.101999999999997,13.8216666666667,1.64866666666667,0.426,0.906869234743536,"EB"
"892",3,61,4320,"3_61",23.9013333333333,1.82766666666667,0.602,13.4756666666667,1.71166666666667,0.288,1.28858758870465,"EB"
"893",3,62,1,"3_62",14.456,1.83,0.0659999999999989,11.291,1.47866666666667,11.404,0.00690784698447763,"EB"
"894",3,62,2,"3_62",15.9663333333333,1.874,0.0489999999999995,13.8295,1.72566666666667,0.814,0.00697549568844997,"EB"
"895",3,62,3808,"3_62",23.815,1.82733333333333,0.189999999999998,14.317,1.69533333333333,0.449,0.753487472843605,"EB"
"896",3,62,3848,"3_62",25.128,1.84266666666667,0.152999999999999,14.2163333333333,1.689,0.407,1.73456753277505,"EB"
"897",3,62,3861,"3_62",23.4836666666667,1.804,0.140999999999998,13.977,1.66466666666667,0.478,0.733194748653065,"EB"
"898",3,62,3891,"3_62",24.277,1.83966666666667,0.466000000000001,13.8473333333333,1.708,0.616000000000001,1.28314937335482,"EB"
"899",3,62,3905,"3_62",24.3215,1.74833333333333,1.932,14.7035,1.67366666666667,1.537,0.871658475937487,"EB"
"900",3,62,3915,"3_62",24.275,1.81733333333333,0.106999999999999,13.638,1.70333333333333,0.455,1.44926520919891,"EB"
"901",3,62,3967,"3_62",26.662,1.80833333333333,0.178000000000001,16.8703333333333,1.71633333333333,0.442,1.06528322220117,"EB"
"902",3,62,4082,"3_62",24.7086666666667,1.78566666666667,0.539999999999999,13.9983333333333,1.636,0.268000000000001,1.45978998203316,"EB"
"903",3,62,4087,"3_62",24.9953333333333,1.992,0.318000000000001,16.0486666666667,1.717,0.330999999999998,0.579234405384873,"EB"
"904",3,62,4091,"3_62",24.2656666666667,1.81066666666667,0.292999999999999,15.0733333333333,1.70866666666667,0.444000000000001,0.676258845055545,"EB"
"905",3,62,4182,"3_62",24.2173333333333,1.83666666666667,0.427,13.5083333333333,1.68666666666667,0.415000000000001,1.4429299013733,"EB"
"906",3,63,1,"3_63",13.836,1.90866666666667,0.336,9.309,1.56566666666667,9.334,0.00739780479855192,"EB"
"907",3,63,2,"3_63",15.2943333333333,1.92133333333333,0.249000000000001,11.931,1.86533333333333,0.293000000000001,0.00920390587645993,"EB"
"908",3,63,3160,"3_63",23.4593333333333,1.879,0.189,12.2393333333333,1.789,0.268000000000001,1.46501687966653,"EB"
"909",3,63,3188,"3_63",23.7956666666667,1.905,0.070999999999998,12.9846666666667,1.81833333333333,0.138,1.18625153571653,"EB"
"910",3,63,3193,"3_63",24.1493333333333,1.862,0.233000000000001,13.669,1.78266666666667,0.139999999999999,0.991626783640133,"EB"
"911",3,63,3682,"3_63",24.1796666666667,1.87466666666667,0.672000000000001,12.9613333333333,1.8,0.347999999999999,1.53821104451491,"EB"
"912",3,63,3690,"3_63",24.245,1.90833333333333,0.0519999999999996,13.1903333333333,1.81966666666667,0.403,1.40048955522879,"EB"
"913",3,63,3694,"3_63",24.194,1.897,0.350000000000001,13.7463333333333,1.798,0.0299999999999994,0.964564757496759,"EB"
"914",3,63,3870,"3_63",23.787,1.865,0.320999999999998,12.5353333333333,1.78633333333333,0.397,1.52826572943021,"EB"
"915",3,63,3925,"3_63",23.225,1.928,0.120999999999999,12.823,1.80666666666667,0.543000000000001,0.870726342240138,"EB"
"916",3,63,3971,"3_63",25.3363333333333,1.88966666666667,0.526,14.4596666666667,1.76866666666667,0.549000000000001,1.30952848706385,"EB"
"917",3,63,4229,"3_63",23.6243333333333,1.97466666666667,0.324999999999999,12.844,1.80166666666667,0.117000000000001,1.06792468227915,"EB"
"918",3,63,4274,"3_63",23.8743333333333,1.91966666666667,0.420999999999999,12.7943333333333,1.80166666666667,0.27,1.35684113123972,"EB"
"919",3,64,1,"3_64",13.9923333333333,1.934,0.0969999999999995,8.9855,1.58066666666667,9.047,0.00547826212808473,"EB"
"920",3,64,2,"3_64",15.2223333333333,1.92166666666667,0.248999999999999,11.719,1.863,0.375,0.0055548549367479,"EB"
"921",3,64,3110,"3_64",24.6786666666667,2.00966666666667,0.553999999999998,13.1606666666667,1.8,0.273,1.02169472962033,"EB"
"922",3,64,3150,"3_64",23.388,1.86133333333333,0.0829999999999984,12.263,1.80533333333333,0.684999999999999,0.826905756887762,"EB"
"923",3,64,3855,"3_64",25.0836666666667,1.86566666666667,0.456,14.729,1.81833333333333,0.472000000000001,0.54949590968149,"EB"
"924",3,64,3864,"3_64",23.8233333333333,1.9,0.562999999999999,12.2813333333333,1.78966666666667,0.246,1.02111505073007,"EB"
"925",3,64,3876,"3_64",23.993,1.90266666666667,0.0519999999999996,13.0473333333333,1.812,0.172000000000001,0.736991141959842,"EB"
"926",3,64,3921,"3_64",23.9913333333333,1.88966666666667,0.032,13.0983333333333,1.78833333333333,0.487,0.711983168169067,"EB"
"927",3,64,3964,"3_64",24.8753333333333,1.933,0.626000000000001,13.8926666666667,1.80966666666667,0.404000000000002,0.779526786654737,"EB"
"928",3,64,3965,"3_64",24.8673333333333,1.87566666666667,0.184000000000001,13.9126666666667,1.797,0.441000000000001,0.778346728652165,"EB"
"929",3,64,4134,"3_64",24.134,1.89533333333333,0.297000000000001,12.6233333333333,1.81166666666667,0.241,1.04318679602685,"EB"
"930",3,64,4259,"3_64",23.413,1.87233333333333,0.0309999999999988,12.001,1.80933333333333,0.554,0.97335354673552,"EB"
"931",3,64,4279,"3_64",23.7343333333333,1.864,0.177,12.3786666666667,1.76333333333333,0.0609999999999999,0.917770620538484,"EB"
"932",3,65,1,"3_65",13.9956666666667,1.93233333333333,0.0800000000000001,9.81,1.58166666666667,9.917,0.00488276463077043,"EB"
"933",3,65,2,"3_65",15.639,1.897,0.0309999999999988,12.2026666666667,1.845,0.379,0.00829367611149568,"EB"
"934",3,65,3103,"3_65",24.2276666666667,1.92866666666667,0.603999999999999,13.0403333333333,1.796,0.395,1.14276437619159,"EB"
"935",3,65,3900,"3_65",24.1673333333333,1.858,0.487000000000002,13.167,1.77333333333333,0.294,1.04851608043648,"EB"
"936",3,65,3910,"3_65",25.1606666666667,1.85866666666667,0.181999999999999,14.5586666666667,1.787,0.747999999999999,0.87416209389887,"EB"
"937",3,65,3922,"3_65",24.3523333333333,1.863,0.146000000000001,14.0593333333333,1.80466666666667,0.0579999999999998,0.709596235967579,"EB"
"938",3,65,4075,"3_65",23.7336666666667,1.89133333333333,0.408000000000001,12.58,1.79933333333333,0.419,1.12135235387692,"EB"
"939",3,65,4083,"3_65",23.6453333333333,1.86833333333333,0.201000000000001,12.8003333333333,1.815,0.446000000000002,0.966044558904299,"EB"
"940",3,65,4092,"3_65",23.4953333333333,1.85266666666667,0.210000000000001,12.973,1.80433333333333,0.241000000000001,0.798753781396708,"EB"
"941",3,65,4109,"3_65",23.8223333333333,1.88966666666667,0.0440000000000005,12.767,1.78866666666667,0.272,1.05322973988082,"EB"
"942",3,65,4110,"3_65",24.5883333333333,1.973,0.458000000000002,14.3096666666667,1.75566666666667,0.048,0.672360713001447,"EB"
"943",3,65,4260,"3_65",23.6956666666667,1.88366666666667,0.207000000000001,12.9293333333333,1.811,0.0250000000000004,0.907174412118965,"EB"
"944",3,65,4316,"3_65",24.0453333333333,1.85266666666667,0.271999999999998,12.5836666666667,1.76766666666667,0.103,1.35455001321271,"EB"
"945",3,66,2,"3_66",15.585,1.96666666666667,0.951000000000001,11.7966666666667,1.82833333333333,0.411000000000001,0.00701271548202467,"EB"
"946",3,66,3568,"3_66",23.6813333333333,1.903,0.238,13.735,1.81566666666667,1.02,0.514716377787779,"EB"
"947",3,66,3898,"3_66",23.195,1.91333333333333,0.419,12.432,1.78,0.363,0.829321402391342,"EB"
"948",3,66,3907,"3_66",23.048,1.92166666666667,15.427,13.179,1.81933333333333,0.704000000000001,0.476201384230874,"EB"
"949",3,66,3962,"3_66",24.2716666666667,1.915,0.150000000000002,14.4246666666667,1.80833333333333,0.514999999999999,0.508115263456725,"EB"
"950",3,66,3983,"3_66",23.55,1.907,0.238,12.2996666666667,1.77433333333333,0.077,1.12636550149223,"EB"
"951",3,66,4005,"3_66",22.9266666666667,1.97,0.426000000000002,12.566,1.81433333333333,0.548,0.635484166777798,"EB"
